date,value,lugar,date2
1950,0,A Coruña,1950
1951,1,A Coruña,1951
1952,0,A Coruña,1952
1953,0,A Coruña,1953
1954,0,A Coruña,1954
1955,0,A Coruña,1955
1956,0,A Coruña,1956
1957,1,A Coruña,1957
1958,0,A Coruña,1958
1959,1,A Coruña,1959
1960,1,A Coruña,1960
1961,2,A Coruña,1961
1962,0,A Coruña,1962
1963,0,A Coruña,1963
1964,1,A Coruña,1964
1965,0,A Coruña,1965
1966,0,A Coruña,1966
1967,0,A Coruña,1967
1968,0,A Coruña,1968
1969,1,A Coruña,1969
1970,1,A Coruña,1970
1971,1,A Coruña,1971
1972,3,A Coruña,1972
1973,0,A Coruña,1973
1974,1,A Coruña,1974
1975,2,A Coruña,1975
1976,7,A Coruña,1976
1977,2,A Coruña,1977
1978,5,A Coruña,1978
1979,6,A Coruña,1979
1980,7,A Coruña,1980
1981,10,A Coruña,1981
1982,4,A Coruña,1982
1983,3,A Coruña,1983
1984,0,A Coruña,1984
1985,7,A Coruña,1985
1986,3,A Coruña,1986
1987,8,A Coruña,1987
1988,4,A Coruña,1988
1989,8,A Coruña,1989
1990,15,A Coruña,1990
1991,4,A Coruña,1991
1992,2,A Coruña,1992
1993,6,A Coruña,1993
1994,3,A Coruña,1994
1995,3,A Coruña,1995
1996,5,A Coruña,1996
1997,0,A Coruña,1997
1998,4,A Coruña,1998
1999,4,A Coruña,1999
2000,7,A Coruña,2000
2001,3,A Coruña,2001
2002,1,A Coruña,2002
2003,13,A Coruña,2003
2004,0,A Coruña,2004
2005,15,A Coruña,2005
2006,11,A Coruña,2006
2007,2,A Coruña,2007
2008,2,A Coruña,2008
2009,2,A Coruña,2009
2010,3,A Coruña,2010
2011,5,A Coruña,2011
2012,5,A Coruña,2012
2013,20,A Coruña,2013
2014,3,A Coruña,2014
2015,1,A Coruña,2015
2016,6,A Coruña,2016
2017,8,A Coruña,2017
2018,8,A Coruña,2018
1983,82,Albacete,1983
1984,66,Albacete,1984
1985,88,Albacete,1985
1986,77,Albacete,1986
1987,95,Albacete,1987
1988,70,Albacete,1988
1989,71,Albacete,1989
1990,87,Albacete,1990
1991,83,Albacete,1991
1992,61,Albacete,1992
1993,63,Albacete,1993
1994,88,Albacete,1994
1995,56,Albacete,1995
1996,60,Albacete,1996
1997,53,Albacete,1997
1998,84,Albacete,1998
1999,81,Albacete,1999
2000,85,Albacete,2000
2001,95,Albacete,2001
2002,81,Albacete,2002
2003,92,Albacete,2003
2004,95,Albacete,2004
2005,90,Albacete,2005
2006,85,Albacete,2006
2007,85,Albacete,2007
2008,79,Albacete,2008
2009,96,Albacete,2009
2010,82,Albacete,2010
2011,95,Albacete,2011
2012,93,Albacete,2012
2013,76,Albacete,2013
2014,88,Albacete,2014
2015,83,Albacete,2015
2016,95,Albacete,2016
2017,90,Albacete,2017
2018,87,Albacete,2018
1950,85,Albacete Base Aérea,1950
1951,68,Albacete Base Aérea,1951
1952,67,Albacete Base Aérea,1952
1953,71,Albacete Base Aérea,1953
1954,78,Albacete Base Aérea,1954
1955,75,Albacete Base Aérea,1955
1956,53,Albacete Base Aérea,1956
1957,67,Albacete Base Aérea,1957
1958,65,Albacete Base Aérea,1958
1959,44,Albacete Base Aérea,1959
1960,64,Albacete Base Aérea,1960
1961,74,Albacete Base Aérea,1961
1962,89,Albacete Base Aérea,1962
1963,63,Albacete Base Aérea,1963
1964,87,Albacete Base Aérea,1964
1965,67,Albacete Base Aérea,1965
1966,64,Albacete Base Aérea,1966
1967,68,Albacete Base Aérea,1967
1968,68,Albacete Base Aérea,1968
1969,50,Albacete Base Aérea,1969
1970,83,Albacete Base Aérea,1970
1971,54,Albacete Base Aérea,1971
1972,49,Albacete Base Aérea,1972
1973,69,Albacete Base Aérea,1973
1974,56,Albacete Base Aérea,1974
1975,62,Albacete Base Aérea,1975
1976,47,Albacete Base Aérea,1976
1977,39,Albacete Base Aérea,1977
1978,66,Albacete Base Aérea,1978
1979,64,Albacete Base Aérea,1979
1980,70,Albacete Base Aérea,1980
1981,74,Albacete Base Aérea,1981
1982,65,Albacete Base Aérea,1982
1983,78,Albacete Base Aérea,1983
1984,64,Albacete Base Aérea,1984
1985,82,Albacete Base Aérea,1985
1986,69,Albacete Base Aérea,1986
1987,76,Albacete Base Aérea,1987
1988,62,Albacete Base Aérea,1988
1989,69,Albacete Base Aérea,1989
1990,83,Albacete Base Aérea,1990
1991,78,Albacete Base Aérea,1991
1992,60,Albacete Base Aérea,1992
1993,60,Albacete Base Aérea,1993
1994,81,Albacete Base Aérea,1994
1995,55,Albacete Base Aérea,1995
1996,56,Albacete Base Aérea,1996
1997,56,Albacete Base Aérea,1997
1998,82,Albacete Base Aérea,1998
1999,81,Albacete Base Aérea,1999
2000,84,Albacete Base Aérea,2000
2001,90,Albacete Base Aérea,2001
2002,75,Albacete Base Aérea,2002
2003,87,Albacete Base Aérea,2003
2004,91,Albacete Base Aérea,2004
2005,86,Albacete Base Aérea,2005
2006,81,Albacete Base Aérea,2006
2007,74,Albacete Base Aérea,2007
2008,73,Albacete Base Aérea,2008
2009,86,Albacete Base Aérea,2009
2010,77,Albacete Base Aérea,2010
2011,90,Albacete Base Aérea,2011
2012,92,Albacete Base Aérea,2012
2013,68,Albacete Base Aérea,2013
2014,83,Albacete Base Aérea,2014
2015,71,Albacete Base Aérea,2015
2016,90,Albacete Base Aérea,2016
2017,84,Albacete Base Aérea,2017
2018,84,Albacete Base Aérea,2018
1950,104,Alcantarilla - Base Aérea,1950
1951,78,Alcantarilla - Base Aérea,1951
1952,88,Alcantarilla - Base Aérea,1952
1953,97,Alcantarilla - Base Aérea,1953
1954,87,Alcantarilla - Base Aérea,1954
1955,93,Alcantarilla - Base Aérea,1955
1956,70,Alcantarilla - Base Aérea,1956
1957,82,Alcantarilla - Base Aérea,1957
1958,96,Alcantarilla - Base Aérea,1958
1959,85,Alcantarilla - Base Aérea,1959
1960,86,Alcantarilla - Base Aérea,1960
1961,94,Alcantarilla - Base Aérea,1961
1962,98,Alcantarilla - Base Aérea,1962
1963,81,Alcantarilla - Base Aérea,1963
1964,104,Alcantarilla - Base Aérea,1964
1965,88,Alcantarilla - Base Aérea,1965
1966,92,Alcantarilla - Base Aérea,1966
1967,92,Alcantarilla - Base Aérea,1967
1968,93,Alcantarilla - Base Aérea,1968
1969,74,Alcantarilla - Base Aérea,1969
1970,90,Alcantarilla - Base Aérea,1970
1971,82,Alcantarilla - Base Aérea,1971
1972,52,Alcantarilla - Base Aérea,1972
1973,80,Alcantarilla - Base Aérea,1973
1974,83,Alcantarilla - Base Aérea,1974
1975,82,Alcantarilla - Base Aérea,1975
1976,85,Alcantarilla - Base Aérea,1976
1977,55,Alcantarilla - Base Aérea,1977
1978,86,Alcantarilla - Base Aérea,1978
1979,87,Alcantarilla - Base Aérea,1979
1980,87,Alcantarilla - Base Aérea,1980
1981,89,Alcantarilla - Base Aérea,1981
1982,97,Alcantarilla - Base Aérea,1982
1983,102,Alcantarilla - Base Aérea,1983
1984,86,Alcantarilla - Base Aérea,1984
1985,97,Alcantarilla - Base Aérea,1985
1986,97,Alcantarilla - Base Aérea,1986
1987,102,Alcantarilla - Base Aérea,1987
1988,87,Alcantarilla - Base Aérea,1988
1989,89,Alcantarilla - Base Aérea,1989
1990,106,Alcantarilla - Base Aérea,1990
1991,100,Alcantarilla - Base Aérea,1991
1992,79,Alcantarilla - Base Aérea,1992
1993,85,Alcantarilla - Base Aérea,1993
1994,95,Alcantarilla - Base Aérea,1994
1995,85,Alcantarilla - Base Aérea,1995
1996,78,Alcantarilla - Base Aérea,1996
1997,94,Alcantarilla - Base Aérea,1997
1998,100,Alcantarilla - Base Aérea,1998
1999,104,Alcantarilla - Base Aérea,1999
2000,92,Alcantarilla - Base Aérea,2000
2001,100,Alcantarilla - Base Aérea,2001
2002,90,Alcantarilla - Base Aérea,2002
2003,107,Alcantarilla - Base Aérea,2003
2004,105,Alcantarilla - Base Aérea,2004
2005,99,Alcantarilla - Base Aérea,2005
2006,104,Alcantarilla - Base Aérea,2006
2007,82,Alcantarilla - Base Aérea,2007
2008,95,Alcantarilla - Base Aérea,2008
2009,101,Alcantarilla - Base Aérea,2009
2010,94,Alcantarilla - Base Aérea,2010
2011,100,Alcantarilla - Base Aérea,2011
2012,105,Alcantarilla - Base Aérea,2012
2013,89,Alcantarilla - Base Aérea,2013
2014,103,Alcantarilla - Base Aérea,2014
2015,106,Alcantarilla - Base Aérea,2015
2016,106,Alcantarilla - Base Aérea,2016
2017,105,Alcantarilla - Base Aérea,2017
2018,110,Alcantarilla - Base Aérea,2018
1950,91,Alicante/Alacant,1950
1951,73,Alicante/Alacant,1951
1952,92,Alicante/Alacant,1952
1953,78,Alicante/Alacant,1953
1954,78,Alicante/Alacant,1954
1955,97,Alicante/Alacant,1955
1956,86,Alicante/Alacant,1956
1957,93,Alicante/Alacant,1957
1958,97,Alicante/Alacant,1958
1959,79,Alicante/Alacant,1959
1960,96,Alicante/Alacant,1960
1961,96,Alicante/Alacant,1961
1962,99,Alicante/Alacant,1962
1963,71,Alicante/Alacant,1963
1964,108,Alicante/Alacant,1964
1965,90,Alicante/Alacant,1965
1966,84,Alicante/Alacant,1966
1967,81,Alicante/Alacant,1967
1968,85,Alicante/Alacant,1968
1969,72,Alicante/Alacant,1969
1970,93,Alicante/Alacant,1970
1971,81,Alicante/Alacant,1971
1972,17,Alicante/Alacant,1972
1973,67,Alicante/Alacant,1973
1974,52,Alicante/Alacant,1974
1975,50,Alicante/Alacant,1975
1976,47,Alicante/Alacant,1976
1977,7,Alicante/Alacant,1977
1978,34,Alicante/Alacant,1978
1979,39,Alicante/Alacant,1979
1980,28,Alicante/Alacant,1980
1981,23,Alicante/Alacant,1981
1982,47,Alicante/Alacant,1982
1983,45,Alicante/Alacant,1983
1984,27,Alicante/Alacant,1984
1985,49,Alicante/Alacant,1985
1986,45,Alicante/Alacant,1986
1987,56,Alicante/Alacant,1987
1988,62,Alicante/Alacant,1988
1989,75,Alicante/Alacant,1989
1990,70,Alicante/Alacant,1990
1991,74,Alicante/Alacant,1991
1992,40,Alicante/Alacant,1992
1993,31,Alicante/Alacant,1993
1994,62,Alicante/Alacant,1994
1995,56,Alicante/Alacant,1995
1996,43,Alicante/Alacant,1996
1997,43,Alicante/Alacant,1997
1998,64,Alicante/Alacant,1998
1999,64,Alicante/Alacant,1999
2000,52,Alicante/Alacant,2000
2001,46,Alicante/Alacant,2001
2002,39,Alicante/Alacant,2002
2003,84,Alicante/Alacant,2003
2004,62,Alicante/Alacant,2004
2005,54,Alicante/Alacant,2005
2006,68,Alicante/Alacant,2006
2007,45,Alicante/Alacant,2007
2008,64,Alicante/Alacant,2008
2009,73,Alicante/Alacant,2009
2010,64,Alicante/Alacant,2010
2011,63,Alicante/Alacant,2011
2012,67,Alicante/Alacant,2012
2013,41,Alicante/Alacant,2013
2014,68,Alicante/Alacant,2014
2015,75,Alicante/Alacant,2015
2016,56,Alicante/Alacant,2016
2017,66,Alicante/Alacant,2017
2018,67,Alicante/Alacant,2018
1967,27,Alicante-Elche Aeropuerto,1967
1968,31,Alicante-Elche Aeropuerto,1968
1969,30,Alicante-Elche Aeropuerto,1969
1970,29,Alicante-Elche Aeropuerto,1970
1971,39,Alicante-Elche Aeropuerto,1971
1972,10,Alicante-Elche Aeropuerto,1972
1973,32,Alicante-Elche Aeropuerto,1973
1974,40,Alicante-Elche Aeropuerto,1974
1975,33,Alicante-Elche Aeropuerto,1975
1976,31,Alicante-Elche Aeropuerto,1976
1977,11,Alicante-Elche Aeropuerto,1977
1978,31,Alicante-Elche Aeropuerto,1978
1979,29,Alicante-Elche Aeropuerto,1979
1980,33,Alicante-Elche Aeropuerto,1980
1981,27,Alicante-Elche Aeropuerto,1981
1982,82,Alicante-Elche Aeropuerto,1982
1983,82,Alicante-Elche Aeropuerto,1983
1984,43,Alicante-Elche Aeropuerto,1984
1985,73,Alicante-Elche Aeropuerto,1985
1986,61,Alicante-Elche Aeropuerto,1986
1987,59,Alicante-Elche Aeropuerto,1987
1988,70,Alicante-Elche Aeropuerto,1988
1989,56,Alicante-Elche Aeropuerto,1989
1990,46,Alicante-Elche Aeropuerto,1990
1991,67,Alicante-Elche Aeropuerto,1991
1992,44,Alicante-Elche Aeropuerto,1992
1993,41,Alicante-Elche Aeropuerto,1993
1994,51,Alicante-Elche Aeropuerto,1994
1995,35,Alicante-Elche Aeropuerto,1995
1996,26,Alicante-Elche Aeropuerto,1996
1997,33,Alicante-Elche Aeropuerto,1997
1998,49,Alicante-Elche Aeropuerto,1998
1999,40,Alicante-Elche Aeropuerto,1999
2000,32,Alicante-Elche Aeropuerto,2000
2001,44,Alicante-Elche Aeropuerto,2001
2002,22,Alicante-Elche Aeropuerto,2002
2003,80,Alicante-Elche Aeropuerto,2003
2004,46,Alicante-Elche Aeropuerto,2004
2005,34,Alicante-Elche Aeropuerto,2005
2006,44,Alicante-Elche Aeropuerto,2006
2007,28,Alicante-Elche Aeropuerto,2007
2008,38,Alicante-Elche Aeropuerto,2008
2009,32,Alicante-Elche Aeropuerto,2009
2010,51,Alicante-Elche Aeropuerto,2010
2011,51,Alicante-Elche Aeropuerto,2011
2012,57,Alicante-Elche Aeropuerto,2012
2013,62,Alicante-Elche Aeropuerto,2013
2014,67,Alicante-Elche Aeropuerto,2014
2015,84,Alicante-Elche Aeropuerto,2015
2016,66,Alicante-Elche Aeropuerto,2016
2017,61,Alicante-Elche Aeropuerto,2017
2018,75,Alicante-Elche Aeropuerto,2018
1975,38,Almería Aeropuerto,1975
1976,35,Almería Aeropuerto,1976
1977,21,Almería Aeropuerto,1977
1978,50,Almería Aeropuerto,1978
1979,47,Almería Aeropuerto,1979
1980,39,Almería Aeropuerto,1980
1981,41,Almería Aeropuerto,1981
1982,53,Almería Aeropuerto,1982
1983,42,Almería Aeropuerto,1983
1984,48,Almería Aeropuerto,1984
1985,66,Almería Aeropuerto,1985
1986,48,Almería Aeropuerto,1986
1987,55,Almería Aeropuerto,1987
1988,67,Almería Aeropuerto,1988
1989,69,Almería Aeropuerto,1989
1990,83,Almería Aeropuerto,1990
1991,79,Almería Aeropuerto,1991
1992,48,Almería Aeropuerto,1992
1993,50,Almería Aeropuerto,1993
1994,51,Almería Aeropuerto,1994
1995,39,Almería Aeropuerto,1995
1996,40,Almería Aeropuerto,1996
1997,49,Almería Aeropuerto,1997
1998,53,Almería Aeropuerto,1998
1999,42,Almería Aeropuerto,1999
2000,53,Almería Aeropuerto,2000
2001,45,Almería Aeropuerto,2001
2002,28,Almería Aeropuerto,2002
2003,66,Almería Aeropuerto,2003
2004,58,Almería Aeropuerto,2004
2005,44,Almería Aeropuerto,2005
2006,41,Almería Aeropuerto,2006
2007,40,Almería Aeropuerto,2007
2008,40,Almería Aeropuerto,2008
2009,41,Almería Aeropuerto,2009
2010,54,Almería Aeropuerto,2010
2011,38,Almería Aeropuerto,2011
2012,36,Almería Aeropuerto,2012
2013,56,Almería Aeropuerto,2013
2014,43,Almería Aeropuerto,2014
2015,74,Almería Aeropuerto,2015
2016,66,Almería Aeropuerto,2016
2017,67,Almería Aeropuerto,2017
2018,54,Almería Aeropuerto,2018
1968,0,Asturias Aeropuerto,1968
1969,1,Asturias Aeropuerto,1969
1970,0,Asturias Aeropuerto,1970
1971,0,Asturias Aeropuerto,1971
1972,0,Asturias Aeropuerto,1972
1973,0,Asturias Aeropuerto,1973
1974,0,Asturias Aeropuerto,1974
1975,0,Asturias Aeropuerto,1975
1976,2,Asturias Aeropuerto,1976
1977,0,Asturias Aeropuerto,1977
1978,0,Asturias Aeropuerto,1978
1979,0,Asturias Aeropuerto,1979
1980,1,Asturias Aeropuerto,1980
1981,0,Asturias Aeropuerto,1981
1982,1,Asturias Aeropuerto,1982
1983,2,Asturias Aeropuerto,1983
1984,0,Asturias Aeropuerto,1984
1985,2,Asturias Aeropuerto,1985
1986,0,Asturias Aeropuerto,1986
1987,2,Asturias Aeropuerto,1987
1988,1,Asturias Aeropuerto,1988
1989,0,Asturias Aeropuerto,1989
1990,4,Asturias Aeropuerto,1990
1991,0,Asturias Aeropuerto,1991
1992,0,Asturias Aeropuerto,1992
1993,1,Asturias Aeropuerto,1993
1994,1,Asturias Aeropuerto,1994
1995,1,Asturias Aeropuerto,1995
1996,0,Asturias Aeropuerto,1996
1997,0,Asturias Aeropuerto,1997
1998,1,Asturias Aeropuerto,1998
1999,1,Asturias Aeropuerto,1999
2000,2,Asturias Aeropuerto,2000
2001,0,Asturias Aeropuerto,2001
2002,0,Asturias Aeropuerto,2002
2003,2,Asturias Aeropuerto,2003
2004,0,Asturias Aeropuerto,2004
2005,0,Asturias Aeropuerto,2005
2006,0,Asturias Aeropuerto,2006
2007,0,Asturias Aeropuerto,2007
2008,1,Asturias Aeropuerto,2008
2009,0,Asturias Aeropuerto,2009
2010,0,Asturias Aeropuerto,2010
2011,0,Asturias Aeropuerto,2011
2012,1,Asturias Aeropuerto,2012
2013,1,Asturias Aeropuerto,2013
2014,0,Asturias Aeropuerto,2014
2015,2,Asturias Aeropuerto,2015
2016,1,Asturias Aeropuerto,2016
2017,1,Asturias Aeropuerto,2017
2018,0,Asturias Aeropuerto,2018
1989,14,Autilla Del Pino,1989
1990,0,Autilla Del Pino,1990
1991,24,Autilla Del Pino,1991
1992,30,Autilla Del Pino,1992
1993,12,Autilla Del Pino,1993
1994,43,Autilla Del Pino,1994
1995,16,Autilla Del Pino,1995
1996,24,Autilla Del Pino,1996
1997,18,Autilla Del Pino,1997
1998,28,Autilla Del Pino,1998
1999,8,Autilla Del Pino,1999
2000,20,Autilla Del Pino,2000
2001,28,Autilla Del Pino,2001
2002,26,Autilla Del Pino,2002
2003,40,Autilla Del Pino,2003
2004,22,Autilla Del Pino,2004
2005,29,Autilla Del Pino,2005
2006,32,Autilla Del Pino,2006
2007,13,Autilla Del Pino,2007
2008,14,Autilla Del Pino,2008
2009,24,Autilla Del Pino,2009
2010,24,Autilla Del Pino,2010
2011,19,Autilla Del Pino,2011
2012,17,Autilla Del Pino,2012
2013,25,Autilla Del Pino,2013
2014,13,Autilla Del Pino,2014
2015,43,Autilla Del Pino,2015
2016,47,Autilla Del Pino,2016
2017,46,Autilla Del Pino,2017
2018,34,Autilla Del Pino,2018
1983,11,Ávila,1983
1984,18,Ávila,1984
1985,32,Ávila,1985
1986,26,Ávila,1986
1987,29,Ávila,1987
1988,27,Ávila,1988
1989,26,Ávila,1989
1990,27,Ávila,1990
1991,40,Ávila,1991
1992,29,Ávila,1992
1993,25,Ávila,1993
1994,44,Ávila,1994
1995,22,Ávila,1995
1996,18,Ávila,1996
1997,19,Ávila,1997
1998,36,Ávila,1998
1999,24,Ávila,1999
2000,22,Ávila,2000
2001,24,Ávila,2001
2002,22,Ávila,2002
2003,43,Ávila,2003
2004,24,Ávila,2004
2005,46,Ávila,2005
2006,33,Ávila,2006
2007,14,Ávila,2007
2008,23,Ávila,2008
2009,37,Ávila,2009
2010,41,Ávila,2010
2011,27,Ávila,2011
2012,31,Ávila,2012
2013,32,Ávila,2013
2014,18,Ávila,2014
2015,43,Ávila,2015
2016,49,Ávila,2016
2017,47,Ávila,2017
2018,33,Ávila,2018
1955,95,Badajoz Aeropuerto,1955
1956,70,Badajoz Aeropuerto,1956
1957,84,Badajoz Aeropuerto,1957
1958,80,Badajoz Aeropuerto,1958
1959,81,Badajoz Aeropuerto,1959
1960,77,Badajoz Aeropuerto,1960
1961,96,Badajoz Aeropuerto,1961
1962,98,Badajoz Aeropuerto,1962
1963,78,Badajoz Aeropuerto,1963
1964,90,Badajoz Aeropuerto,1964
1965,82,Badajoz Aeropuerto,1965
1966,84,Badajoz Aeropuerto,1966
1967,80,Badajoz Aeropuerto,1967
1968,79,Badajoz Aeropuerto,1968
1969,72,Badajoz Aeropuerto,1969
1970,84,Badajoz Aeropuerto,1970
1971,67,Badajoz Aeropuerto,1971
1972,63,Badajoz Aeropuerto,1972
1973,83,Badajoz Aeropuerto,1973
1974,90,Badajoz Aeropuerto,1974
1975,82,Badajoz Aeropuerto,1975
1976,84,Badajoz Aeropuerto,1976
1977,65,Badajoz Aeropuerto,1977
1978,87,Badajoz Aeropuerto,1978
1979,90,Badajoz Aeropuerto,1979
1980,94,Badajoz Aeropuerto,1980
1981,92,Badajoz Aeropuerto,1981
1982,81,Badajoz Aeropuerto,1982
1983,91,Badajoz Aeropuerto,1983
1984,91,Badajoz Aeropuerto,1984
1985,102,Badajoz Aeropuerto,1985
1986,90,Badajoz Aeropuerto,1986
1987,96,Badajoz Aeropuerto,1987
1988,82,Badajoz Aeropuerto,1988
1989,93,Badajoz Aeropuerto,1989
1990,101,Badajoz Aeropuerto,1990
1991,99,Badajoz Aeropuerto,1991
1992,80,Badajoz Aeropuerto,1992
1993,70,Badajoz Aeropuerto,1993
1994,90,Badajoz Aeropuerto,1994
1995,85,Badajoz Aeropuerto,1995
1996,86,Badajoz Aeropuerto,1996
1997,74,Badajoz Aeropuerto,1997
1998,91,Badajoz Aeropuerto,1998
1999,89,Badajoz Aeropuerto,1999
2000,97,Badajoz Aeropuerto,2000
2001,96,Badajoz Aeropuerto,2001
2002,86,Badajoz Aeropuerto,2002
2003,100,Badajoz Aeropuerto,2003
2004,103,Badajoz Aeropuerto,2004
2005,103,Badajoz Aeropuerto,2005
2006,93,Badajoz Aeropuerto,2006
2007,86,Badajoz Aeropuerto,2007
2008,88,Badajoz Aeropuerto,2008
2009,105,Badajoz Aeropuerto,2009
2010,96,Badajoz Aeropuerto,2010
2011,103,Badajoz Aeropuerto,2011
2012,100,Badajoz Aeropuerto,2012
2013,102,Badajoz Aeropuerto,2013
2014,79,Badajoz Aeropuerto,2014
2015,100,Badajoz Aeropuerto,2015
2016,107,Badajoz Aeropuerto,2016
2017,110,Badajoz Aeropuerto,2017
2018,101,Badajoz Aeropuerto,2018
1950,22,Barcelona - Fabra,1950
1951,3,Barcelona - Fabra,1951
1952,22,Barcelona - Fabra,1952
1953,2,Barcelona - Fabra,1953
1954,2,Barcelona - Fabra,1954
1955,11,Barcelona - Fabra,1955
1956,4,Barcelona - Fabra,1956
1957,7,Barcelona - Fabra,1957
1958,4,Barcelona - Fabra,1958
1959,10,Barcelona - Fabra,1959
1960,2,Barcelona - Fabra,1960
1961,6,Barcelona - Fabra,1961
1962,10,Barcelona - Fabra,1962
1963,9,Barcelona - Fabra,1963
1964,18,Barcelona - Fabra,1964
1965,11,Barcelona - Fabra,1965
1966,5,Barcelona - Fabra,1966
1967,18,Barcelona - Fabra,1967
1968,5,Barcelona - Fabra,1968
1969,17,Barcelona - Fabra,1969
1970,7,Barcelona - Fabra,1970
1971,13,Barcelona - Fabra,1971
1972,3,Barcelona - Fabra,1972
1973,15,Barcelona - Fabra,1973
1974,14,Barcelona - Fabra,1974
1975,18,Barcelona - Fabra,1975
1976,10,Barcelona - Fabra,1976
1977,1,Barcelona - Fabra,1977
1978,5,Barcelona - Fabra,1978
1979,28,Barcelona - Fabra,1979
1980,5,Barcelona - Fabra,1980
1981,19,Barcelona - Fabra,1981
1982,22,Barcelona - Fabra,1982
1983,31,Barcelona - Fabra,1983
1984,10,Barcelona - Fabra,1984
1985,17,Barcelona - Fabra,1985
1986,17,Barcelona - Fabra,1986
1987,26,Barcelona - Fabra,1987
1988,19,Barcelona - Fabra,1988
1989,24,Barcelona - Fabra,1989
1990,20,Barcelona - Fabra,1990
1991,22,Barcelona - Fabra,1991
1992,13,Barcelona - Fabra,1992
1993,21,Barcelona - Fabra,1993
1994,35,Barcelona - Fabra,1994
1995,17,Barcelona - Fabra,1995
1996,11,Barcelona - Fabra,1996
1997,15,Barcelona - Fabra,1997
1998,19,Barcelona - Fabra,1998
1999,17,Barcelona - Fabra,1999
2000,19,Barcelona - Fabra,2000
2001,21,Barcelona - Fabra,2001
2002,15,Barcelona - Fabra,2002
2003,69,Barcelona - Fabra,2003
2004,26,Barcelona - Fabra,2004
2005,29,Barcelona - Fabra,2005
2006,35,Barcelona - Fabra,2006
2007,13,Barcelona - Fabra,2007
2008,28,Barcelona - Fabra,2008
2009,44,Barcelona - Fabra,2009
2010,40,Barcelona - Fabra,2010
2011,14,Barcelona - Fabra,2011
2012,31,Barcelona - Fabra,2012
2013,46,Barcelona - Fabra,2013
2014,9,Barcelona - Fabra,2014
2015,29,Barcelona - Fabra,2015
2016,39,Barcelona - Fabra,2016
2017,31,Barcelona - Fabra,2017
2018,35,Barcelona - Fabra,2018
1950,19,Barcelona Aeropuerto,1950
1951,0,Barcelona Aeropuerto,1951
1952,16,Barcelona Aeropuerto,1952
1953,1,Barcelona Aeropuerto,1953
1954,0,Barcelona Aeropuerto,1954
1955,5,Barcelona Aeropuerto,1955
1956,3,Barcelona Aeropuerto,1956
1957,3,Barcelona Aeropuerto,1957
1958,4,Barcelona Aeropuerto,1958
1959,3,Barcelona Aeropuerto,1959
1960,3,Barcelona Aeropuerto,1960
1961,7,Barcelona Aeropuerto,1961
1962,0,Barcelona Aeropuerto,1962
1963,7,Barcelona Aeropuerto,1963
1964,12,Barcelona Aeropuerto,1964
1965,2,Barcelona Aeropuerto,1965
1966,0,Barcelona Aeropuerto,1966
1967,4,Barcelona Aeropuerto,1967
1968,3,Barcelona Aeropuerto,1968
1969,2,Barcelona Aeropuerto,1969
1970,4,Barcelona Aeropuerto,1970
1971,10,Barcelona Aeropuerto,1971
1972,0,Barcelona Aeropuerto,1972
1973,7,Barcelona Aeropuerto,1973
1974,2,Barcelona Aeropuerto,1974
1975,9,Barcelona Aeropuerto,1975
1976,6,Barcelona Aeropuerto,1976
1977,1,Barcelona Aeropuerto,1977
1978,1,Barcelona Aeropuerto,1978
1979,5,Barcelona Aeropuerto,1979
1980,3,Barcelona Aeropuerto,1980
1981,7,Barcelona Aeropuerto,1981
1982,12,Barcelona Aeropuerto,1982
1983,18,Barcelona Aeropuerto,1983
1984,0,Barcelona Aeropuerto,1984
1985,2,Barcelona Aeropuerto,1985
1986,6,Barcelona Aeropuerto,1986
1987,12,Barcelona Aeropuerto,1987
1988,14,Barcelona Aeropuerto,1988
1989,18,Barcelona Aeropuerto,1989
1990,22,Barcelona Aeropuerto,1990
1991,2,Barcelona Aeropuerto,1991
1992,3,Barcelona Aeropuerto,1992
1993,8,Barcelona Aeropuerto,1993
1994,28,Barcelona Aeropuerto,1994
1995,13,Barcelona Aeropuerto,1995
1996,8,Barcelona Aeropuerto,1996
1997,8,Barcelona Aeropuerto,1997
1998,25,Barcelona Aeropuerto,1998
1999,11,Barcelona Aeropuerto,1999
2000,4,Barcelona Aeropuerto,2000
2001,2,Barcelona Aeropuerto,2001
2002,3,Barcelona Aeropuerto,2002
2003,71,Barcelona Aeropuerto,2003
2004,26,Barcelona Aeropuerto,2004
2005,12,Barcelona Aeropuerto,2005
2006,34,Barcelona Aeropuerto,2006
2007,11,Barcelona Aeropuerto,2007
2008,18,Barcelona Aeropuerto,2008
2009,27,Barcelona Aeropuerto,2009
2010,18,Barcelona Aeropuerto,2010
2011,16,Barcelona Aeropuerto,2011
2012,23,Barcelona Aeropuerto,2012
2013,18,Barcelona Aeropuerto,2013
2014,5,Barcelona Aeropuerto,2014
2015,28,Barcelona Aeropuerto,2015
2016,15,Barcelona Aeropuerto,2016
2017,24,Barcelona Aeropuerto,2017
2018,34,Barcelona Aeropuerto,2018
1990,0,Belorado,1990
1992,20,Belorado,1992
1994,31,Belorado,1994
1995,9,Belorado,1995
1996,0,Belorado,1996
1997,4,Belorado,1997
1998,19,Belorado,1998
1999,14,Belorado,1999
2000,22,Belorado,2000
2001,25,Belorado,2001
2002,3,Belorado,2002
2003,14,Belorado,2003
2004,13,Belorado,2004
2005,19,Belorado,2005
2006,16,Belorado,2006
